customer_id,product_id,purchase_date,page_views,time_spent,category,price,ratings
2,119,2023-01-07,27,101,Toys & Games,540,4.4
23,113,2023-01-27,37,202,Furniture,780,3.9
24,122,2023-03-03,53,216,Books & Media,330,4.7
31,137,2023-04-25,76,326,Office Supplies,510,3.7
31,119,2023-02-17,51,172,Toys & Games,540,4.4
34,125,2023-03-17,68,277,Health & Wellness,70,3.5
66,140,2023-04-03,75,233,Food & Grocery,550,4.2
12,125,2023-01-03,29,80,Health & Wellness,70,3.5
14,131,2023-01-29,36,127,Pet Supplies,380,3.9
32,134,2023-03-08,78,288,Jewelry & Accessories,170,4.0
54,134,2023-04-04,52,275,Jewelry & Accessories,170,4.0
82,125,2023-02-08,62,207,Health & Wellness,70,3.5
18,104,2023-02-13,50,217,Beauty,30,4.0
49,119,2023-02-01,40,206,Toys & Games,540,4.4
57,113,2023-02-24,53,201,Furniture,780,3.9
38,134,2023-03-19,74,257,Jewelry & Accessories,170,4.0
39,113,2023-04-23,83,345,Furniture,780,3.9
50,134,2023-02-05,43,209,Jewelry & Accessories,170,4.0
66,117,2023-01-05,27,88,Sports & Outdoors,320,4.6
13,140,2023-03-23,59,221,Food & Grocery,550,4.2
54,122,2023-02-21,35,186,Books & Media,330,4.7
45,122,2023-01-23,48,173,Books & Media,330,4.7
78,122,2023-03-30,63,292,Books & Media,330,4.7
12,134,2023-01-24,45,119,Jewelry & Accessories,170,4.0
20,137,2023-03-29,75,330,Office Supplies,510,3.7
51,134,2023-03-02,52,219,Jewelry & Accessories,170,4.0
75,122,2023-01-16,31,170,Books & Media,330,4.7
33,140,2023-02-24,58,246,Food & Grocery,550,4.2
3,119,2023-02-12,50,215,Toys & Games,540,4.4
7,137,2023-01-26,38,154,Office Supplies,510,3.7
48,128,2023-04-27,84,288,Automotive,150,3.8
48,137,2023-01-19,39,130,Office Supplies,510,3.7
34,137,2023-04-10,79,306,Office Supplies,510,3.7
6,113,2023-02-26,51,183,Furniture,780,3.9
7,134,2023-02-07,43,175,Jewelry & Accessories,170,4.0
52,131,2023-03-15,73,254,Pet Supplies,380,3.9
5,125,2023-01-16,32,152,Health & Wellness,70,3.5
48,103,2023-02-21,58,201,Home & Kitchen,200,4.2
4,134,2023-04-04,52,275,Jewelry & Accessories,170,4.0
29,101,2023-02-23,61,250,Electronics,500,4.5
84,140,2023-03-27,74,292,Food & Grocery,550,4.2
85,104,2023-03-21,65,294,Beauty,30,4.0
84,102,2023-01-27,46,174,Clothing,50,3.8
79,104,2023-01-15,43,173,Beauty,30,4.0
53,103,2023-01-03,30,150,Home & Kitchen,200,4.2
68,114,2023-01-04,32,140,Furniture,120,3.7
5,137,2023-02-05,45,188,Office Supplies,510,3.7
11,116,2023-01-02,33,85,Sports & Outdoors,650,3.9
35,103,2023-02-25,56,254,Home & Kitchen,200,4.2
47,137,2023-01-20,40,121,Office Supplies,510,3.7
43,134,2023-01-04,27,98,Jewelry & Accessories,170,4.0
42,134,2023-01-04,26,90,Jewelry & Accessories,170,4.0
28,125,2023-04-10,66,312,Health & Wellness,70,3.5
12,116,2023-02-25,64,207,Sports & Outdoors,650,3.9
38,128,2023-01-15,42,147,Automotive,150,3.8
80,140,2023-02-14,59,241,Food & Grocery,550,4.2
57,122,2023-01-03,26,87,Books & Media,330,4.7
62,119,2023-03-17,80,271,Toys & Games,540,4.4
5,104,2023-03-28,77,298,Beauty,30,4.0
13,134,2023-04-10,68,258,Jewelry & Accessories,170,4.0
37,116,2023-03-10,66,254,Sports & Outdoors,650,3.9
52,134,2023-03-10,67,235,Jewelry & Accessories,170,4.0
74,137,2023-04-13,72,273,Office Supplies,510,3.7
85,137,2023-01-25,38,172,Office Supplies,510,3.7
13,137,2023-03-30,64,236,Office Supplies,510,3.7
46,101,2023-02-28,60,235,Electronics,500,4.5
55,134,2023-02-10,52,208,Jewelry & Accessories,170,4.0
70,122,2023-03-03,56,272,Books & Media,330,4.7
56,134,2023-02-03,43,144,Jewelry & Accessories,170,4.0
34,102,2023-01-27,46,174,Clothing,50,3.8
21,119,2023-02-27,61,277,Toys & Games,540,4.4
44,104,2023-01-10,31,159,Beauty,30,4.0
29,128,2023-02-13,56,238,Automotive,150,3.8
71,136,2023-01-03,26,146,Jewelry & Accessories,210,4.8
15,117,2023-01-01,29,117,Sports & Outdoors,320,4.6
3,103,2023-01-03,30,150,Home & Kitchen,200,4.2
40,104,2023-04-02,77,348,Beauty,30,4.0
21,102,2023-02-15,58,257,Clothing,50,3.8
73,116,2023-02-15,45,247,Sports & Outdoors,650,3.9
63,128,2023-02-01,38,154,Automotive,150,3.8
58,102,2023-02-02,47,169,Clothing,50,3.8
42,104,2023-03-14,51,196,Beauty,30,4.0
35,134,2023-02-07,42,201,Jewelry & Accessories,170,4.0
18,116,2023-02-01,44,192,Sports & Outdoors,650,3.9
13,131,2023-04-16,72,282,Pet Supplies,380,3.9
45,113,2023-04-08,76,316,Furniture,780,3.9
84,122,2023-03-12,62,251,Books & Media,330,4.7
28,102,2023-02-19,43,208,Clothing,50,3.8
51,101,2023-01-01,25,120,Electronics,500,4.5
9,126,2023-01-03,28,136,Health & Wellness,780,4.6
20,134,2023-04-05,78,345,Jewelry & Accessories,170,4.0
22,132,2023-01-02,35,149,Pet Supplies,280,4.7
31,101,2023-03-04,58,224,Electronics,500,4.5
18,103,2023-01-17,39,163,Home & Kitchen,200,4.2
54,125,2023-02-28,40,211,Health & Wellness,70,3.5
83,125,2023-02-11,55,217,Health & Wellness,70,3.5
84,119,2023-02-08,49,191,Toys & Games,540,4.4
50,102,2023-04-07,74,335,Clothing,50,3.8
29,137,2023-03-26,84,322,Office Supplies,510,3.7
39,119,2023-01-13,37,149,Toys & Games,540,4.4
71,122,2023-04-02,80,335,Books & Media,330,4.7
49,137,2023-03-24,69,328,Office Supplies,510,3.7
16,119,2023-02-04,47,138,Toys & Games,540,4.4
51,125,2023-01-29,38,157,Health & Wellness,70,3.5
40,131,2023-02-20,55,268,Pet Supplies,380,3.9
19,119,2023-03-07,62,217,Toys & Games,540,4.4
5,140,2023-01-31,38,176,Food & Grocery,550,4.2
47,102,2023-03-28,73,265,Clothing,50,3.8
74,131,2023-04-26,83,313,Pet Supplies,380,3.9
79,103,2023-01-04,30,126,Home & Kitchen,200,4.2
70,140,2023-03-21,69,310,Food & Grocery,550,4.2
24,101,2023-02-18,49,205,Electronics,500,4.5
14,103,2023-02-22,50,163,Home & Kitchen,200,4.2
67,140,2023-03-02,60,209,Food & Grocery,550,4.2
39,122,2023-02-14,50,217,Books & Media,330,4.7
73,128,2023-03-25,62,324,Automotive,150,3.8
11,119,2023-01-30,45,129,Toys & Games,540,4.4
3,128,2023-02-27,54,227,Automotive,150,3.8
40,102,2023-04-11,81,363,Clothing,50,3.8
81,119,2023-02-17,51,172,Toys & Games,540,4.4
56,102,2023-04-18,73,249,Clothing,50,3.8
23,119,2023-03-20,56,299,Toys & Games,540,4.4
2,134,2023-03-10,67,235,Jewelry & Accessories,170,4.0
40,113,2023-03-07,60,293,Furniture,780,3.9
84,103,2023-01-01,29,119,Home & Kitchen,200,4.2
44,122,2023-02-25,57,251,Books & Media,330,4.7
14,119,2023-04-01,71,255,Toys & Games,540,4.4
23,131,2023-01-14,31,173,Pet Supplies,380,3.9
63,125,2023-03-08,52,210,Health & Wellness,70,3.5
75,105,2023-01-01,27,148,Electronics,800,4.8
19,102,2023-02-28,59,201,Clothing,50,3.8
44,125,2023-03-02,61,263,Health & Wellness,70,3.5
4,137,2023-03-22,48,265,Office Supplies,510,3.7
71,128,2023-03-09,67,301,Automotive,150,3.8
